City,CO,NO2,O3,SO2,PM2.5,PM10,overall_aqi
Irvine,907.9,48.67,2.55,3.28,33.06,40.78,85
Youngs,267.03,5.23,68.67,2.12,6.05,12.1,80
Farmington Hills,267.03,6.6,61.51,0.78,5.48,5.88,57
Modesto,273.71,8.82,2.62,0.13,2.27,5.33,11
Fullerton,594.14,33.93,3.71,2.62,17.04,22.87,53
Lake Charles,243.66,9.17,35.76,2.5,9.5,10.79,30
Plymouth,223.64,5.83,70.81,1.85,0.84,2.59,86
Visalia,297.07,15.94,12.88,0.19,3.19,4.9,19
Pueblo,290.39,6.77,28.25,0.41,7.36,17.04,23
Davis,290.39,6.86,34.33,0.16,4.63,5.1,29
Santa Monica,540.73,28.45,3.67,1.51,18.94,26.42,57
Westminster,310.42,53.47,5.45,13.95,5.27,6.66,66
Bakersfield,427.25,26.39,7.15,1.1,9.83,13.77,32
Cranston,263.69,3.34,85.12,2.98,12.18,15.74,125
Madison,240.33,2.27,63.66,1.57,0.5,0.85,64
Murrieta,317.1,8.65,36.84,0.52,9.16,11.98,31
Tempe,540.73,27.76,10.91,1.49,13.01,18.84,42
Arlington,337.12,14.4,42.56,1.97,19.52,21.82,58
Lauderhill,203.61,0.85,81.54,0.21,2.82,7.08,116
Westland,257.02,4.97,62.94,0.58,5.16,5.41,62
Schenectady,350.48,13.37,50.78,1.74,15.99,18.33,51
Green Bay,240.33,0.99,66.52,0.08,0.5,0.58,73
New Braunfels,273.71,10.28,58.65,2.18,17.94,19.2,55
Santa Maria,574.11,5.31,11.09,0.56,8.57,9.04,27
Mesa,540.73,27.76,10.91,1.49,13.01,18.84,42
Sandy,640.87,45.24,7.33,3.43,22.37,27.84,63
Apple Valley,293.73,7.71,48.64,1.0,2.35,3.34,41
Schaumburg,243.66,2.51,69.38,0.45,0.61,1.17,82
Brockton,303.75,9.94,78.68,3.55,15.09,18.47,109
Bloomington,247.0,4.54,56.51,1.61,6.98,7.52,47
Lincoln,247.0,3.0,62.94,3.61,1.27,1.56,62
Perris,347.14,11.31,19.49,0.35,10.65,12.98,34
Indianapolis,267.03,9.94,50.78,2.24,6.45,7.12,43
Ontario,317.1,23.65,35.76,1.83,7.16,10.77,30
Meridian,240.33,3.38,37.19,0.31,4.42,6.17,31
Spring Hill,253.68,3.0,60.08,0.31,0.79,1.3,53
West Covina,320.44,25.02,30.76,0.98,5.8,11.16,31
Baton Rouge,263.69,7.37,30.76,2.38,6.65,8.41,26
The Woodlands,263.69,3.38,52.21,0.47,10.1,11.24,44
Ogden,233.65,12.0,44.35,0.03,3.1,7.54,37
Phoenix,720.98,34.27,6.53,1.82,17.42,26.3,54
Orlando,226.97,5.91,81.54,0.75,1.65,2.67,116
Bend,280.38,6.17,64.37,0.02,9.48,9.95,66
Huntington Beach,907.9,48.67,2.55,3.28,33.06,40.78,85
Springfield,270.37,3.26,52.93,4.23,6.65,8.48,44
Livermore,363.83,19.54,4.96,0.32,9.05,10.81,29
Decatur,267.03,3.38,57.94,0.83,8.9,9.94,49
Iowa City,250.34,2.96,60.8,0.56,0.58,0.83,55
Waterbury,393.87,32.56,56.51,6.26,14.91,20.65,48
Waco,283.72,5.44,51.5,1.71,20.18,21.34,59
Bay,223.64,2.87,59.37,0.14,0.5,0.67,51
Chattanooga,240.33,3.51,63.66,1.01,3.8,7.25,64
Saint Charles,257.02,3.94,55.79,0.92,7.97,8.73,47
Quincy,317.1,11.48,74.39,4.05,15.56,18.68,98
Dayton,267.03,9.17,53.64,2.41,6.05,6.62,45
Los Angeles,600.82,47.3,3.93,3.4,17.58,33.98,59
Mesa,540.73,27.76,10.91,1.49,13.01,18.84,42
Oklahoma City,263.69,5.66,42.56,0.95,7.85,8.56,36
San Juan,186.92,0.25,50.07,0.42,1.19,3.95,42
Yakima,380.52,18.68,19.31,0.08,9.63,11.29,31
Cambridge,226.97,8.14,52.21,0.9,1.09,1.84,44
Lakewood,357.15,19.71,28.61,0.22,4.34,9.85,24
Simi Valley,243.66,4.28,31.11,0.28,5.16,7.26,26
Buffalo,243.66,5.66,77.25,1.49,4.96,5.18,105
Oceanside,357.15,11.48,6.26,0.37,8.54,11.92,27
Roanoke,273.71,7.2,55.08,0.88,6.34,10.21,46
Spokane Valley,554.09,35.99,5.81,0.79,15.39,18.99,49
Hialeah,210.29,1.86,79.39,0.4,3.12,7.89,110
Lafayette,290.39,12.68,30.04,2.95,16.04,19.61,51
Newark,413.9,33.24,40.41,8.58,12.23,19.46,41
Chattanooga,240.33,3.51,63.66,1.01,3.8,7.25,64
Palm Bay,210.29,1.31,87.98,0.26,1.76,3.8,132
Long Beach,1134.87,50.04,1.02,6.2,34.24,46.27,87
Warren,280.38,9.94,59.37,1.18,5.79,6.42,51
Bolingbrook,263.69,5.57,62.94,1.13,1.52,2.37,62
Roswell,247.0,2.55,65.8,0.24,3.41,7.33,71
Huntsville,267.03,3.81,52.21,1.42,7.05,11.44,44
Livonia,267.03,7.63,62.94,1.03,5.27,5.81,62
Fort Worth,303.75,9.34,45.78,0.97,17.47,19.32,54
Tracy,300.41,17.14,3.98,0.55,4.62,7.7,21
Nashville,267.03,7.63,50.07,1.13,6.42,7.65,42
Union City,417.23,45.24,5.68,2.44,11.22,15.18,56
Independence,253.68,4.28,62.94,1.22,1.19,1.63,62
Colorado Springs,195.27,1.03,57.94,0.09,1.5,3.48,49
Camarillo,230.31,4.28,49.35,0.22,2.16,3.23,41
Kendall,220.3,4.16,75.1,1.04,3.42,8.71,100
Parma,317.1,8.91,57.22,0.57,2.44,3.35,48
Shawnee,247.0,3.17,64.37,0.39,0.97,1.48,66
Bk,540.73,48.67,26.82,14.66,18.01,26.85,60
Yonkers,473.98,42.84,33.98,10.01,15.85,24.06,53
San Tan Valley,287.06,8.4,26.11,0.05,3.87,10.69,22
Alafaya,226.97,5.91,81.54,0.75,1.65,2.67,116
Saint Paul,387.19,24.33,31.83,6.56,5.37,6.92,30
Boston,317.1,11.48,74.39,4.05,15.56,18.68,98
Dearborn,287.06,13.37,57.94,2.18,5.84,6.74,49
Lawrence,247.0,2.38,66.52,2.59,1.44,1.75,73
Nampa,514.03,27.42,3.84,0.36,22.5,34.37,64
Vista,293.73,5.74,19.67,0.19,7.84,10.98,25
Cary,307.08,11.48,51.5,1.34,5.1,10.13,43
Palm Bay,210.29,1.31,87.98,0.26,1.76,3.8,132
Portsmouth,230.31,15.42,50.07,2.59,0.97,1.37,42
Lawton,243.66,2.16,45.78,0.13,11.81,12.38,38
Reading,226.97,11.14,51.5,0.69,0.81,1.43,43
New Britain,155.21,0.03,9.21,6.62,9.27,10.55,30
Everett,500.68,31.87,2.41,1.74,7.78,10.23,39
Waukesha,236.99,1.56,67.23,0.5,0.5,0.75,75
The Woodlands,263.69,3.38,52.21,0.47,10.1,11.24,44
Lubbock,240.33,2.83,60.08,0.93,7.51,17.84,53
North Las Vegas,223.64,4.8,50.78,0.12,10.85,26.05,43
Baton Rouge,263.69,7.37,30.76,2.38,6.65,8.41,26
Chicago,277.04,11.31,60.08,3.99,1.78,2.85,53
Garden Grove,907.9,48.67,2.55,3.28,33.06,40.78,85
Conroe,250.34,2.16,52.93,0.47,10.38,11.45,44
South Jordan,640.87,45.24,7.33,3.43,22.37,27.84,63
Cape Coral,216.96,2.04,82.97,0.37,3.0,8.53,119
Chesapeake,240.33,5.66,85.83,1.71,2.07,8.07,127
Columbus,243.66,5.06,63.66,1.33,3.3,3.6,64
Norwalk,487.33,44.55,41.84,10.97,19.58,27.63,58
Reading,226.97,11.14,51.5,0.69,0.81,1.43,43
Westminster,310.42,53.47,5.45,13.95,5.27,6.66,66
Irvine,907.9,48.67,2.55,3.28,33.06,40.78,85
Arlington,337.12,14.4,42.56,1.97,19.52,21.82,58
Johns Creek,247.0,2.74,63.66,0.26,3.85,8.22,64
Edmond,250.34,3.94,47.21,1.67,8.0,8.63,40
Bend,280.38,6.17,64.37,0.02,9.48,9.95,66
Las Vegas,560.76,39.07,5.36,2.98,24.07,42.06,67
Fort Smith,397.21,21.42,3.67,1.07,11.25,14.13,36
South Jordan,640.87,45.24,7.33,3.43,22.37,27.84,63
Carrollton,370.5,24.33,31.11,3.01,16.54,19.7,52
Cleveland,283.72,10.28,62.23,1.73,6.57,6.93,60
Norwalk,487.33,44.55,41.84,10.97,19.58,27.63,58
West Valley City,640.87,57.58,8.05,5.36,17.59,24.25,71
Grand Rapids,247.0,1.63,65.09,0.12,0.84,0.97,69
Federal Way,614.17,34.96,0.09,1.67,13.79,19.63,44
Saint Petersburg,660.9,48.67,0.01,91.55,11.95,16.44,76
Turlock,373.84,8.82,0.2,0.46,5.68,8.2,18
Riverside,554.09,31.53,3.35,1.33,15.77,19.84,50
Bloomington,247.0,4.54,56.51,1.61,6.98,7.52,47
Berkeley,353.81,25.36,17.52,5.25,6.51,8.23,31
Santa Fe,216.96,3.21,43.27,0.54,3.45,7.26,36
Victorville,367.17,16.28,29.33,0.47,8.65,21.38,28
Lewisville,363.83,27.76,26.46,2.92,14.67,17.4,47
Newark,413.9,33.24,40.41,8.58,12.23,19.46,41
Chino Hills,614.17,30.85,2.33,1.71,20.19,27.32,59
Schaumburg,243.66,2.51,69.38,0.45,0.61,1.17,82
Bloomington,247.0,4.54,56.51,1.61,6.98,7.52,47
Clovis,223.64,3.86,22.89,0.02,0.5,1.67,19
Torrance,1148.22,64.43,1.88,7.75,40.18,57.19,99
Reno,413.9,30.5,15.38,0.1,10.13,16.52,38
McKinney,377.18,30.16,22.71,4.47,13.68,16.51,44
Roanoke,273.71,7.2,55.08,0.88,6.34,10.21,46
Corona,594.14,30.5,1.95,1.67,19.05,25.86,57
Fairfield,240.33,4.88,23.6,0.01,3.21,4.31,20
Arlington,337.12,14.4,42.56,1.97,19.52,21.82,58
Downey,947.95,44.55,1.65,4.95,26.92,37.83,73
Macon,230.31,4.33,49.35,8.58,3.23,6.31,41
Palm Bay,210.29,1.31,87.98,0.26,1.76,3.8,132
Athens-Clarke County unified government,247.0,3.9,55.79,0.29,3.83,8.74,47
Riverside,554.09,31.53,3.35,1.33,15.77,19.84,50
Temecula,313.76,12.17,25.03,0.38,7.37,9.65,23
Concord,420.57,26.05,60.8,6.26,24.95,27.72,69
Columbus,243.66,5.06,63.66,1.33,3.3,3.6,64
Corpus Christi,240.33,4.58,43.27,1.76,5.58,6.16,36
Rancho Cordova,574.11,23.31,0.32,1.06,11.81,16.82,38
Columbia,233.65,1.56,67.23,0.12,2.44,6.73,75
Tampa,240.33,5.23,73.67,1.36,3.27,5.5,95
Fayetteville,236.99,5.14,37.55,0.74,5.19,7.13,31
Tucson,427.25,16.62,28.61,1.01,12.23,27.21,39
Montgomery,293.73,9.51,29.68,4.29,7.18,10.94,25
Kansas City,253.68,4.28,62.94,1.22,1.19,1.63,62
Lawrence,247.0,2.38,66.52,2.59,1.44,1.75,73
College Station,240.33,2.19,56.51,0.73,7.16,7.65,47
West Palm Beach,216.96,6.17,84.4,0.69,2.65,6.14,123
Green Bay,240.33,0.99,66.52,0.08,0.5,0.58,73
Bossier City,233.65,6.68,52.21,2.74,4.59,5.66,44
Merced,260.35,8.48,5.23,0.04,1.69,2.93,10
Roanoke,273.71,7.2,55.08,0.88,6.34,10.21,46
Warner Robins,247.0,4.41,54.36,3.87,3.51,6.74,46
Grand Rapids,247.0,1.63,65.09,0.12,0.84,0.97,69
San Leandro,547.41,30.5,0.07,1.37,14.62,20.34,47
Plano,377.18,30.16,22.71,4.47,13.68,16.51,44
Lynchburg,263.69,3.86,69.38,1.37,5.64,11.08,82
The Woodlands,263.69,3.38,52.21,0.47,10.1,11.24,44
Rancho Cucamonga,380.52,35.64,28.61,3.87,12.86,16.99,44
Jonesboro,233.65,1.93,54.36,0.14,4.31,4.89,46
Somerville,317.1,11.48,74.39,4.05,15.56,18.68,98
Bakersfield,427.25,26.39,7.15,1.1,9.83,13.77,32
Des Moines,253.68,3.0,60.08,0.31,0.79,1.3,53
Waukesha,236.99,1.56,67.23,0.5,0.5,0.75,75
Framingham,297.07,9.34,77.25,4.17,13.36,15.82,105
Mesquite,277.04,9.6,40.41,1.18,9.05,11.28,34
Peoria,243.66,2.01,65.09,0.19,1.13,1.43,69
Duluth,283.72,12.0,49.35,8.7,2.35,4.08,41
New Bedford,270.37,3.77,87.26,4.83,14.08,18.21,130
Philadelphia,363.83,29.82,46.49,13.35,7.94,13.13,39
Worcester,337.12,17.14,73.67,5.78,14.6,18.57,95
Eugene,423.91,24.68,2.33,1.49,17.79,20.08,54
Olathe,250.34,3.3,65.09,0.47,1.28,1.83,69
North Little Rock,236.99,3.77,49.35,0.8,5.74,6.62,41
Rochester Hills,263.69,5.01,62.94,0.53,5.39,5.79,62
Kenosha,243.66,2.72,68.67,0.29,0.5,0.92,80
Cheektowaga,260.35,9.68,70.81,2.62,5.62,5.99,86
Riverside,554.09,31.53,3.35,1.33,15.77,19.84,50
Boynton Beach,216.96,6.68,80.82,0.97,2.88,7.01,114
Vista,293.73,5.74,19.67,0.19,7.84,10.98,25
Surprise,223.64,3.56,24.32,0.03,0.75,4.93,20
Bismarck,247.0,3.04,65.8,0.72,1.17,2.76,71
Bakersfield,427.25,26.39,7.15,1.1,9.83,13.77,32
Yorba Linda,594.14,33.93,3.71,2.62,17.04,22.87,53
Carolina,186.92,0.23,47.92,0.25,1.18,2.88,40
Baltimore,337.12,20.39,54.36,3.61,7.46,13.26,46
Denton,307.08,11.31,39.34,1.21,13.95,15.72,45
Downey,947.95,44.55,1.65,4.95,26.92,37.83,73
Springfield,270.37,3.26,52.93,4.23,6.65,8.48,44
Saint Paul,387.19,24.33,31.83,6.56,5.37,6.92,30
Asheville,247.0,5.06,71.53,4.77,4.71,8.14,89
Sunrise,203.61,0.85,81.54,0.21,2.82,7.08,116
Rockford,240.33,2.36,65.8,1.07,0.5,0.88,71
Hesperia,367.17,16.28,29.33,0.47,8.65,21.38,28
Lehigh Acres,208.62,1.16,82.97,0.28,2.79,8.1,119
Largo,240.33,3.94,76.53,1.51,3.54,5.98,103
Manchester,250.34,32.9,36.12,9.18,2.05,2.72,41
Portland,487.33,22.62,0.09,2.09,10.13,13.45,32
Sandy,640.87,45.24,7.33,3.43,22.37,27.84,63
Billings,263.69,5.66,52.21,0.22,5.72,12.0,44
Kent,233.65,7.2,67.95,0.78,0.79,1.3,77
Vancouver,333.79,16.97,34.69,2.35,1.65,7.68,29
Brandon,216.96,1.25,72.96,0.13,0.5,0.6,93
Lancaster,277.04,8.82,68.67,3.55,5.67,10.31,80
Newport News,327.11,21.25,60.08,2.33,4.7,10.62,53
El Paso,327.11,8.31,26.82,0.85,8.08,26.7,26
Waldorf,303.75,24.68,23.25,2.35,2.08,3.39,30
Anaheim,594.14,33.93,3.71,2.62,17.04,22.87,53
Lubbock,240.33,2.83,60.08,0.93,7.51,17.84,53
Brooklyn Park,293.73,9.08,45.06,4.35,2.66,3.63,38
Detroit,287.06,13.37,57.94,2.18,5.84,6.74,49
Oklahoma City,263.69,5.66,42.56,0.95,7.85,8.56,36
Pasco,400.54,21.25,12.7,0.29,14.08,15.22,45
Hillsboro,390.53,21.25,2.86,1.54,12.79,16.74,41
Compton,1148.22,64.43,1.88,7.75,40.18,57.19,99
Bend,280.38,6.17,64.37,0.02,9.48,9.95,66
Evanston,257.02,7.54,65.8,3.87,1.0,1.86,71
New Rochelle,627.52,61.01,22.35,18.36,25.29,36.0,76
Knoxville,337.12,18.17,32.19,1.85,7.13,11.21,27
Mission,387.19,10.97,50.07,4.77,20.33,23.52,59
Hayward,547.41,30.5,0.07,1.37,14.62,20.34,47
Melbourne,205.28,10.03,25.39,5.48,2.05,6.23,21
Flagstaff,226.97,5.48,28.61,0.02,0.91,1.48,24
Wichita Falls,273.71,3.73,40.77,0.08,13.6,14.36,44
Minneapolis,310.42,11.14,41.49,1.83,3.1,4.13,35
Billings,263.69,5.66,52.21,0.22,5.72,12.0,44
Columbia,257.02,4.16,67.95,0.69,3.16,7.52,77
Oakland,353.81,25.36,17.52,5.25,6.51,8.23,31
Saint Cloud,360.49,27.42,45.06,3.4,6.11,8.36,38
San Buenaventura,236.99,4.84,45.42,0.64,2.92,4.16,38
Canton,233.65,2.42,52.21,1.52,6.29,6.9,44
Pearland,460.63,22.96,32.9,2.68,14.32,18.61,46
Los Angeles,600.82,47.3,3.93,3.4,17.58,33.98,59
Lake Charles,243.66,9.17,35.76,2.5,9.5,10.79,30
Waukesha,236.99,1.56,67.23,0.5,0.5,0.75,75
Richmond,333.79,16.62,31.11,0.86,5.97,10.21,26
Dallas,330.45,19.36,32.19,3.07,12.9,15.56,41
Glen Burnie,377.18,24.68,46.49,5.07,9.0,15.15,39
Waterloo,247.0,3.51,62.23,1.36,0.89,1.15,60
Kirkland,620.84,30.16,0.05,2.18,17.23,25.29,53
Fontana,380.52,35.64,28.61,3.87,12.86,16.99,44
Danbury,400.54,30.85,50.07,6.14,14.69,20.9,47
New Orleans,330.45,16.11,27.18,2.62,6.05,8.12,23
Modesto,273.71,8.82,2.62,0.13,2.27,5.33,11
Memphis,317.1,16.28,13.59,3.64,7.48,8.16,24
Davenport,240.33,2.55,65.09,0.44,0.5,0.66,69
Manteca,373.84,8.82,0.15,0.31,6.46,7.59,20
Laguna Niguel,567.44,26.05,3.58,1.12,15.24,23.39,49
Hialeah,210.29,1.86,79.39,0.4,3.12,7.89,110
Palmdale,397.21,24.33,25.03,0.43,13.37,19.3,43
Gaithersburg,323.77,16.11,52.21,3.01,6.86,12.25,44
Columbus,250.34,7.2,60.8,1.43,3.44,3.7,55
Bend,280.38,6.17,64.37,0.02,9.48,9.95,66
Broken Arrow,270.37,11.82,31.11,1.59,8.03,9.31,26
Garden Grove,907.9,48.67,2.55,3.28,33.06,40.78,85
Sacramento,347.14,10.28,2.26,0.31,6.1,6.9,19
Waterbury,393.87,32.56,56.51,6.26,14.91,20.65,48
Chandler,854.49,40.1,5.45,3.37,22.32,31.87,63
Bethlehem,233.65,34.62,55.08,8.58,12.77,27.34,46
Palm Coast,213.62,1.06,89.41,0.22,1.59,3.31,136
Alhambra,387.19,33.59,11.98,1.62,7.61,16.66,41
Danbury,400.54,30.85,50.07,6.14,14.69,20.9,47
Mount Vernon,243.66,5.01,58.65,1.55,5.4,5.94,49
Folsom,297.07,14.57,7.51,0.12,1.86,4.66,18
San Angelo,243.66,1.44,47.21,0.11,10.02,26.18,40
Harlingen,357.15,15.59,46.49,5.6,16.68,19.5,52
Elk Grove,574.11,23.31,0.32,1.06,11.81,16.82,38
Lehigh Acres,208.62,1.16,82.97,0.28,2.79,8.1,119
Lakewood,357.15,19.71,28.61,0.22,4.34,9.85,24
Moreno Valley,554.09,31.53,3.35,1.33,15.77,19.84,50
New York,413.9,33.24,40.41,8.58,12.23,19.46,41
San Leandro,547.41,30.5,0.07,1.37,14.62,20.34,47
Arlington,337.12,14.4,42.56,1.97,19.52,21.82,58
Palo Alto,417.23,45.24,5.68,2.44,11.22,15.18,56
Coral Springs,203.61,0.84,84.4,0.28,2.64,6.51,123
Midland,257.02,2.59,50.07,0.13,9.14,21.17,42
Alexandria,198.6,3.38,83.69,2.65,10.86,17.17,121
Tyler,240.33,2.55,47.92,0.6,5.51,6.28,40
Somerville,317.1,11.48,74.39,4.05,15.56,18.68,98
Folsom,297.07,14.57,7.51,0.12,1.86,4.66,18
Pittsburgh,277.04,12.85,63.66,4.53,4.87,6.47,64
Sparks,614.17,45.93,3.98,0.56,23.78,38.59,66
Brooklyn Park,293.73,9.08,45.06,4.35,2.66,3.63,38
Rock Hill,290.39,9.85,44.7,2.21,6.03,11.58,37
San Buenaventura,236.99,4.84,45.42,0.64,2.92,4.16,38
Lynn,367.17,19.54,62.23,5.31,17.93,21.46,60
Clearwater,216.96,1.59,75.1,1.33,3.69,7.35,100
Tulsa,267.03,9.68,31.47,1.94,9.64,10.62,31
Greensboro,270.37,6.17,61.51,0.72,5.16,11.1,57
Port Saint Lucie,216.96,1.59,91.55,0.37,2.83,6.15,141
Washington,323.77,15.42,52.93,3.07,6.66,12.38,44
Milwaukee,247.0,3.0,67.23,0.31,0.5,1.06,75
Sparks,614.17,45.93,3.98,0.56,23.78,38.59,66
Tustin,907.9,48.67,2.55,3.28,33.06,40.78,85
Bayonne,220.3,0.66,86.55,0.36,0.5,1.47,128
Lynwood,1148.22,64.43,1.88,7.75,40.18,57.19,99
Lexington-Fayette  county,243.66,2.61,65.8,0.56,3.64,4.36,71
Las Cruces,247.0,6.08,23.25,0.05,7.65,22.25,24
North Charleston,223.64,2.74,73.67,5.66,2.08,2.99,95
Miramar,210.29,1.86,79.39,0.4,3.12,7.89,110
Lorain,267.03,6.77,62.23,0.82,6.62,6.77,60
Johns Creek,247.0,2.74,63.66,0.26,3.85,8.22,64
Los Angeles,600.82,47.3,3.93,3.4,17.58,33.98,59
Eau Claire,243.66,1.32,58.65,0.03,0.5,0.58,49
Lakeland,211.95,1.35,76.53,0.66,2.48,4.1,103
Reno,413.9,30.5,15.38,0.1,10.13,16.52,38
Weston,226.97,2.51,83.69,0.54,0.5,1.04,121
Miami Gardens,210.29,1.86,79.39,0.4,3.12,7.89,110
Rochester Hills,263.69,5.01,62.94,0.53,5.39,5.79,62
Indio,380.52,16.79,54.36,0.49,7.02,15.06,46
Lawrence,247.0,2.38,66.52,2.59,1.44,1.75,73
Racine,257.02,6.77,66.52,2.53,0.81,1.49,73
Boynton Beach,216.96,6.68,80.82,0.97,2.88,7.01,114
Alexandria,198.6,3.38,83.69,2.65,10.86,17.17,121
San Francisco,447.27,45.24,5.45,5.96,12.12,14.35,56
Vacaville,280.38,7.63,47.92,0.12,4.4,4.93,40
Cheektowaga,260.35,9.68,70.81,2.62,5.62,5.99,86
Chino Hills,614.17,30.85,2.33,1.71,20.19,27.32,59
Manchester,250.34,32.9,36.12,9.18,2.05,2.72,41
Arlington,337.12,14.4,42.56,1.97,19.52,21.82,58
Norfolk,413.9,37.7,40.77,2.03,6.79,14.38,47
Albuquerque,263.69,4.28,22.17,0.1,3.56,16.33,18
Medford,323.77,10.88,72.96,4.29,16.11,18.87,93
Chicago,277.04,11.31,60.08,3.99,1.78,2.85,53
Riverside,554.09,31.53,3.35,1.33,15.77,19.84,50
Ogden,233.65,12.0,44.35,0.03,3.1,7.54,37
Jacksonville,223.64,2.23,77.96,0.51,1.89,3.88,107
Aurora,250.34,2.96,66.52,0.57,1.27,1.86,73
Toms River,250.34,3.38,88.69,0.81,3.12,5.88,134
Pompano Beach,216.96,4.71,85.12,0.84,3.09,7.82,125
San Clemente,213.62,0.76,68.67,0.05,3.89,4.23,80
Orange,236.99,2.91,72.96,0.35,0.5,0.68,93
Bridgeport,487.33,47.3,41.49,11.33,20.14,29.43,59
Pleasanton,420.57,25.36,3.09,0.48,11.3,13.12,36
El Cajon,410.56,21.25,7.87,1.16,6.0,9.38,26
Lake Charles,243.66,9.17,35.76,2.5,9.5,10.79,30
Thousand Oaks,340.46,17.48,16.45,1.59,9.79,13.41,31
North Las Vegas,223.64,4.8,50.78,0.12,10.85,26.05,43
Miami,257.02,9.68,80.82,2.65,3.95,9.33,114
South Gate,1148.22,64.43,1.88,7.75,40.18,57.19,99
Boulder,195.27,1.37,62.23,0.21,1.16,2.7,60
Paterson,363.83,25.02,49.35,5.31,11.17,17.83,41
Brooklyn Park,293.73,9.08,45.06,4.35,2.66,3.63,38
Alameda,554.09,41.13,0.09,3.93,15.16,20.72,51
Camden,363.83,29.82,46.49,13.35,7.94,13.13,39
Greensboro,270.37,6.17,61.51,0.72,5.16,11.1,57
Garland,387.19,31.19,21.64,5.01,13.77,17.04,44
Redwood City,487.33,37.36,0.18,1.77,11.33,16.68,46
Chico,253.68,5.36,25.39,0.13,1.34,1.71,21
Amarillo,223.64,1.67,72.24,0.73,6.26,14.5,91
Rock Hill,290.39,9.85,44.7,2.21,6.03,11.58,37
Goodyear,357.15,13.71,14.84,0.37,3.5,9.9,17
Kent,233.65,7.2,67.95,0.78,0.79,1.3,77
Hawthorne,1148.22,64.43,1.88,7.75,40.18,57.19,99
Plantation,203.61,0.85,81.54,0.21,2.82,7.08,116
Arvada,380.52,19.54,24.32,0.25,6.23,10.73,24
Gary,233.65,1.48,67.95,0.66,0.73,1.24,77
Sugar Land,283.72,6.43,52.21,0.52,9.04,11.28,44
Baltimore,337.12,20.39,54.36,3.61,7.46,13.26,46
Richmond,333.79,16.62,31.11,0.86,5.97,10.21,26
Newport Beach,907.9,48.67,2.55,3.28,33.06,40.78,85
Silver Spring,323.77,15.42,52.93,3.07,6.66,12.38,44
Peoria,243.66,2.01,65.09,0.19,1.13,1.43,69
El Paso,327.11,8.31,26.82,0.85,8.08,26.7,26
Charlotte,283.72,7.54,42.92,2.56,6.6,12.46,36
Arlington,337.12,14.4,42.56,1.97,19.52,21.82,58
Winston-Salem,267.03,4.2,76.53,0.75,5.06,10.64,103
Lincoln,247.0,3.0,62.94,3.61,1.27,1.56,62
Renton,741.01,45.24,0.06,4.77,21.12,27.9,61
Pine Hills,213.62,1.93,81.54,0.37,1.69,2.62,116
Gainesville,226.97,1.86,65.8,0.35,1.97,3.87,71
Sacramento,347.14,10.28,2.26,0.31,6.1,6.9,19
Simi Valley,243.66,4.28,31.11,0.28,5.16,7.26,26
Wilmington,303.75,8.48,63.66,2.53,6.65,10.93,64
Jackson,283.72,10.45,15.56,0.59,6.2,8.79,20
Laredo,383.85,7.97,58.65,3.07,21.48,22.83,62
Camden,363.83,29.82,46.49,13.35,7.94,13.13,39
Bloomington,247.0,4.54,56.51,1.61,6.98,7.52,47
High Point,263.69,6.6,75.82,1.04,4.06,9.3,102
Green Bay,240.33,0.99,66.52,0.08,0.5,0.58,73
Pompano Beach,216.96,4.71,85.12,0.84,3.09,7.82,125
Dearborn,287.06,13.37,57.94,2.18,5.84,6.74,49
Syracuse,226.97,3.86,77.25,41.01,5.3,7.8,105
San Buenaventura,236.99,4.84,45.42,0.64,2.92,4.16,38
Las Vegas,560.76,39.07,5.36,2.98,24.07,42.06,67
Victoria,330.45,19.36,36.12,3.52,3.04,4.28,30
Carolina,186.92,0.23,47.92,0.25,1.18,2.88,40
Avondale,357.15,13.71,14.84,0.37,3.5,9.9,17
German,208.62,1.5,75.1,4.29,3.26,3.6,100
San Bernardino,353.81,27.08,33.98,4.29,8.02,10.56,33
Broomfield,380.52,19.54,24.32,0.25,6.23,10.73,24
Orlando,226.97,5.91,81.54,0.75,1.65,2.67,116
Deerfield Beach,216.96,4.71,85.12,0.84,3.09,7.82,125
Rochester Hills,263.69,5.01,62.94,0.53,5.39,5.79,62
Lewisville,363.83,27.76,26.46,2.92,14.67,17.4,47
Savannah,226.97,5.66,60.8,2.5,2.57,4.99,55
Roseville,310.42,13.54,3.49,0.17,2.89,7.43,16
Champaign,263.69,3.0,59.37,0.46,8.75,9.28,51
Pittsburg,277.04,12.85,63.66,4.53,4.87,6.47,64
Jonesboro,233.65,1.93,54.36,0.14,4.31,4.89,46
Palatine,243.66,2.51,69.38,0.45,0.61,1.17,82
Pembroke Pines,203.61,0.85,81.54,0.21,2.82,7.08,116
Las Cruces,247.0,6.08,23.25,0.05,7.65,22.25,24
Long Beach,1134.87,50.04,1.02,6.2,34.24,46.27,87
Philadelphia,363.83,29.82,46.49,13.35,7.94,13.13,39
Tyler,240.33,2.55,47.92,0.6,5.51,6.28,40
Hayward,547.41,30.5,0.07,1.37,14.62,20.34,47
Missoula,300.41,8.74,43.27,0.25,2.18,2.45,36
Port Saint Lucie,216.96,1.59,91.55,0.37,2.83,6.15,141
Gary,233.65,1.48,67.95,0.66,0.73,1.24,77
San Buenaventura,236.99,4.84,45.42,0.64,2.92,4.16,38
Scottsdale,540.73,27.76,10.91,1.49,13.01,18.84,42
